text,rate
"









  
  
    
  Great

  
",5.0 out of 5 stars
"









  
  
    
  Pencils are sharpened and ready to go.

  
",5.0 out of 5 stars
"









  
  
    
  My son's entire grade benefited from these.  Very affordable and the fact that they are presharpened made the teachers VERY happy!

  
",5.0 out of 5 stars
"









  
  
    
  Good pencils.  Simple and good price.  I would buy again.

  
",5.0 out of 5 stars
"









  
  
    
  Great value. Grandkids love having a ready supply.

  
",5.0 out of 5 stars
"









  
  
    
  Very hard to sharpen with a manual sharpener. Lead breaks off when sharpening. I have thrown most of these in the trash and just ordered a large pack of Ticonderogas.

  
",1.0 out of 5 stars
"









  
  
    
  nicely packaged for mission trip to Costa RICA

  
",5.0 out of 5 stars
"









  
  
    
  good to have in a class... kind of difficult when sharpening ... lead falls off easily

  
",4.0 out of 5 stars
"









  
  
    
  These are great pencils. Great cost.

  
",5.0 out of 5 stars
"









  
  
    
  Nothing better for a classroom (or home) than a presharpened pencil!

  
",5.0 out of 5 stars
"









  
  
    
  Kiddos use them for school. Work as advertised

  
",4.0 out of 5 stars
"









  
  
    
  I was a little hesitant to order this because it was so cheap AND they were already sharpened...but holy cow!  best decision I have made in a while.  Kids ( I am a teacher) have pencils, and when I do have to loan a new one there is no longer the dreaded them walking over to the sharpener and basically stopping the class for 10 seconds while they sharpen it...

  
",5.0 out of 5 stars
"









  
  
    
  If you have a teacher in your life, don't waste your money in Ticonderoga pencils. These are AWESOME, as an engineer always looking to help teachers!!!!! I HAVE tested the pencils personally. Over and over.

  
",5.0 out of 5 stars
"









  
  
    
  got for kids for school

  
",5.0 out of 5 stars
"









  
  
    
  Awesome asset for my students and classroom.

  
",5.0 out of 5 stars
"









  
  
    
  These will work for daily classroom work.

  
",4.0 out of 5 stars
"









  
  
    
  As a teacher, it is always difficult to find deals on school supplies. This is a great value and all pencils are pre-sharpened.

  
",5.0 out of 5 stars
"









  
  
    
  Purchased for kindergartener sent whole box to class to be shared by entire class.

  
",5.0 out of 5 stars
"









  
  
    
  Was an unauthorized order by a hacker of my account.

  
",1.0 out of 5 stars
"









  
  
    
  BOUGHT THIS FOR MY OFFICE AREA ALWAYS HANDY

  
",5.0 out of 5 stars
"









  
  
    
  Bought for kids teacher who needed some. Loved that they are pre sharpened

  
",5.0 out of 5 stars
"









  
  
    
  Tip looses sharpness quickly, eraser sucks and blurs, but a cheap option if you aren't picky.

  
",2.0 out of 5 stars
"









  
  
    
  What can I say, I ordered a box of pencils and got a box of pencils. This totally met my expectations. :)

  
",5.0 out of 5 stars
"









  
  
    
  These pencils appear to be good quality and came pre sharpened!

  
",5.0 out of 5 stars
"









  
  
    
  Five out of five teachers recommend these pencils!  My colleagues and I are always glad when we receive a box of amazon brand pencils!  Many other brands are ""eaten"" by our pencil shapeners, but amazon (and the more expense Ticonderoga brand) pencils always hold up.

  
",5.0 out of 5 stars
"









  
  
    
  These pencils are okay. The lead isn't very strong so they have to be sharpened often, which can become quite a distraction.

  
",3.0 out of 5 stars
"









  
  
    
  I got this for my math teacher colleagues as a Christmas gift. They loved the pre-sharpened pencils.

  
",5.0 out of 5 stars
"









  
  
    
  Bought to be placed in shoeboxes. Can not say how they hold up

  
",5.0 out of 5 stars
"









  
  
    
  Wow, a lot of pencils for the money!  Good quality!  I recommend!

  
",5.0 out of 5 stars
"









  
  
    
  work very well good value

  
",5.0 out of 5 stars
"









  
  
    
  handy sharpen pencils  ✏️ Perfect to start off our school 🏫 year

  
",5.0 out of 5 stars
"









  
  
    
  Already sharpened big plus

  
",5.0 out of 5 stars
"









  
  
    
  perfect school stock, bought for classroom. presharpened . ready for use. also excellent for testing sessions.

  
",5.0 out of 5 stars
"









  
  
    
  What teacher doesn’t like pre sharpened pencils??? Worth the money.

  
",5.0 out of 5 stars
"









  
  
    
  Good value for use a children’s home

  
",5.0 out of 5 stars
"









  
  
    
  Teachers loved them

  
",5.0 out of 5 stars
"









  
  
    
  My kids can grab a pencil and go because it's already sharpened! I will be reordering.

  
",5.0 out of 5 stars
"









  
  
    
  This was a lot of pencils, sharpened (non arrived broken) and for a great price.

  
",5.0 out of 5 stars
"









  
  
    
  These are not good quality. Fall apart, the led breaks. The eraser is not good.

  
",1.0 out of 5 stars
"









  
  
    
  Great price for amount of pencils

  
",5.0 out of 5 stars
"









  
  
    
  They are pre-sharped and ready to rock baby!

  
",5.0 out of 5 stars
"









  
  
    
  Good

  
",5.0 out of 5 stars
"









  
  
    
  Very nice pencils.  Bought these for Operation Christmas Child.

  
",5.0 out of 5 stars
"









  
  
    
  It a box of pencils

  
",5.0 out of 5 stars
"









  
  
    
  Great deal for my kids to start school with

  
",5.0 out of 5 stars
"









  
  
    
  Quick delivery and sharpened yessss

  
",5.0 out of 5 stars
"









  
  
    
  Great!

  
",5.0 out of 5 stars
"









  
  
    
  These pencils seem to be made with short pieces of lead inside instead of one long piece.  The pencil lead breaks with very little pressure immediately after sharpening the pencil.  What a waste of money!

  
",1.0 out of 5 stars
"









  
  
    
  Very good pencil, very inexpensive. I don't care if the kid ""steals"" these for another class.

  
",5.0 out of 5 stars
"









  
  
    
  Seem to be as good as the name brand! Ordered a large quantity and all were sharpened and not broken.

  
",5.0 out of 5 stars
"









  
  
    
  I’m reviewing a box of pencils lol. Well they arrived sooner than I thought which is always a plus. I certainly didn’t count them, but I think we’re good on pencils for at least this and the following school year. They were packaged fine and not broken up.

  
",5.0 out of 5 stars
"









  
  
    
  It is a beautiful pencil with smooth writing and good quality.it is also easy to cut logs . It has a woody scent and a smooth wooden skin without burrs . It is safe for children to use .it is verifiable and worth buying

  
",5.0 out of 5 stars
"









  
  
    
  Why do pencils cost so much?

  
",5.0 out of 5 stars
"









  
  
    
  I bought these for my classroom of fifth graders. They don’t sharpen great when the person sharpening is an impatient 12 year old. We have a manual and electric sharpener and neither work great on these. I wouldn’t buy again because of this issue.

  
",3.0 out of 5 stars
"









  
  
    
  These are great! Great price for the amount of pencils

  
",5.0 out of 5 stars
"









  
  
    
  It’s a box of cheap pencils

  
",4.0 out of 5 stars
"









  
  
    
  Purchased for the same Indian school in Alaska as the Bic pens.

  
",5.0 out of 5 stars
"









  
  
    
  This was the best gift I bought my teacher all year.

  
",5.0 out of 5 stars
"









  
  
    
  What a time saver to have a whole box of pencils pre-sharpened. I have time for more meaningful tasks in my day.

  
",5.0 out of 5 stars
"









  
  
    
  Great product for the price!

  
",5.0 out of 5 stars
"









  
  
    
  Everything is fine, it is recommended that the packaged box is a little thicker, the pencil is not easily damaged.

  
",4.0 out of 5 stars
"









  
  
    
  exactly what it claims to be.

  
",5.0 out of 5 stars
"









  
  
    
  Great product.

  
",5.0 out of 5 stars
"









  
  
    
  🙌🙌🙌

  
",5.0 out of 5 stars
"









  
  
    
  Gift for school teacher.

  
",5.0 out of 5 stars
"









  
  
    
  very good deal. Good quality pencils

  
",5.0 out of 5 stars
"









  
  
    
  If you’re reading a review on a pencil you really should re-examine all of your life choices

  
",5.0 out of 5 stars
"









  
  
    
  very good pencils. I t is value for the money. I just reorder for the Kids

  
",5.0 out of 5 stars
"









  
  
    
  Good value. would buy again

  
",5.0 out of 5 stars
"









  
  
    
  Amazing for the price!

  
",5.0 out of 5 stars
"









  
  
    
  I bought these pencils for classroom use and I have been finding pencils without erasers and erasers without pencils much more than usual since I started using these.

  
",3.0 out of 5 stars
"









  
  
    
  Best pencils for the price Writes great, students love them

  
",5.0 out of 5 stars
"









  
  
    
  Turn off sharp in Racine who works the graphite doesn't break.

  
",5.0 out of 5 stars
"









  
  
    
  The pencils are durable and price is good

  
",5.0 out of 5 stars
"









  
  
    
  Great for classroom.  If you are giving this for a teacher, they will love it!

  
",5.0 out of 5 stars
"









  
  
    
  cheap but not cheaply made. Wonderful bargain.

  
",5.0 out of 5 stars
"









  
  
    
  These pencils are great. I am a busy teacher, and I love that the pencils come pre-sharpened. The erasers don’t leave smudges like some pencils, nor do they pop off. I highly recommend these for the classroom, especially for testing.

  
",5.0 out of 5 stars
"









  
  
    
  You really cant beat this. And they're all sharpened. Must get for grade school kids

  
",5.0 out of 5 stars
"









  
  
    
  GREAT VALUE AND QUALITY

  
",5.0 out of 5 stars
"









  
  
    
  So sharp!

  
",5.0 out of 5 stars
"









  
  
    
  Great value for the price. Sturdy pencils & the lead doesn’t break easily.

  
",5.0 out of 5 stars
"









  
  
    
  great

  
",5.0 out of 5 stars
"









  
  
    
  Great price and quality! Love that they’re pre sharpened

  
",5.0 out of 5 stars
"









  
  
    
  The count/cost was great, and there wasn't any difference in quality with name brand...

  
",5.0 out of 5 stars
"









  
  
    
  yep for sure they are real pencils with erasers. for real they do seem like good pencils

  
",5.0 out of 5 stars
"









  
  
    
  Good value

  
",5.0 out of 5 stars
"









  
  
    
  Well that

  
",5.0 out of 5 stars
"









  
  
    
  Overall this is great number 2 pencil.

  
",5.0 out of 5 stars
"









  
  
    
  Great product

  
",5.0 out of 5 stars
"









  
  
    
  Cannot rate gave the items as a gift to help teacher with school supplies.

  
",3.0 out of 5 stars
"









  
  
    
  What a life saver I did not have to sharpen 100 pencils they are ready to go and I can give it to him as he needs them

  
",5.0 out of 5 stars
"









  
  
    
  They come sharpened. Great value

  
",5.0 out of 5 stars
"









  
  
    
  As promised

  
",5.0 out of 5 stars
"









  
  
    
  The pencils are already sharpened.  Where has this been all of my life.

  
",5.0 out of 5 stars
"









  
  
    
  These pencils are a great value and they were sharpened perfect.

  
",5.0 out of 5 stars
"









  
  
    
  This was a gift. Service rating: GREAT!

  
",5.0 out of 5 stars
"









  
  
    
  These pencils will not sharpen. the wood is very hard and lead keep breaking. I compared them to some ticonderoga pencils that I had laying around and the ticonderoga pencils sharpened like butter.

  
",1.0 out of 5 stars
"









  
  
    
  Good pencils and erasers

  
",5.0 out of 5 stars
"









  
  
    
  Paying a premium for sharpened pencils is not usually what I do.  However, being under a deadline for a church ministry is what prompted this order.  I expected to have good quality pencils ---all sharpened---- not approximately 1/3 of the box with broken points!

  
",1.0 out of 5 stars
"









  
  
    
  Purchased for donation.

  
",5.0 out of 5 stars
"









  
  
    
  Love it!

  
",5.0 out of 5 stars
"









  
  
    
  The boxes in the picture stating my pencils were delivered did not have the pencils in it.  The boxes in the picture had other items I had purchased!!  Bummer.  I’m a teacher and this is frustrating since they are for my students.

  
",1.0 out of 5 stars
"









  
  
    
  Sharpening of the pencils didn't leave much of a point but saved us having to sharpen them.  Bought these for use in Samaritan't Purse shoeboxes.

  
",4.0 out of 5 stars
"









  
  
    
  Great pencils! Took a long time to deliver.

  
",5.0 out of 5 stars
"









  
  
    
  Great buy fast delivery

  
",5.0 out of 5 stars
"









  
  
    
  Used them for a back to school drive, but had some left. They are just as described and high quality

  
",5.0 out of 5 stars
"









  
  
    
  These are the worst pencils ever! Pretty much only good for a single use. Once you go to sharpen them you can’t get a good sharpen tip. What a waste of trees!

  
",1.0 out of 5 stars
"









  
  
    
  They came sharpened already!!!!

  
",5.0 out of 5 stars
"









  
  
    
  My daughter teaches, I keep her supplied!!!

  
",5.0 out of 5 stars
"









  
  
    
  As a 4th grade teacher, pencils disappear faster than I can replace them. These are great for keeping my stock replenished, especially for the price. However, I have noticed that most of the erasers fall off very quickly with any sort of tough [read 10-year-old] handling. The whole metal part detaches from the wood and falls off or gets pulled off easily.

  
",4.0 out of 5 stars
"









  
  
    
  Perfect for my classroom and students

  
",5.0 out of 5 stars
"









  
  
    
  Great deal and even better I don't have to sharpen them!!

  
",5.0 out of 5 stars
"









  
  
    
  It's your typical yet comfortable pencil.

  
",5.0 out of 5 stars
"









  
  
    
  Bought for teacher wish list. Nice that they came pre sharpened. Other than that basic pencil

  
",5.0 out of 5 stars
"









  
  
    
  good

  
",5.0 out of 5 stars
"









  
    
  100% Confiable

  
  
",5.0 out of 5 stars
"









  
  
    
  Gave them to special ed class and used them daily

  
",4.0 out of 5 stars
"









  
  
    
  For kids for school

  
",5.0 out of 5 stars
"









  
  
    
  Not well sharpened to start. Will want to sharpen these if you buy them. Wood seems cheap when you do. Not worth the premium for presharpened.

  
",2.0 out of 5 stars
"









  
  
    
  Great value

  
",5.0 out of 5 stars
"









  
  
    
  Great item for school donation

  
",5.0 out of 5 stars
"









  
  
    
  Purchased for teachers

  
",5.0 out of 5 stars
"









  
  
    
  good value for the money

  
",5.0 out of 5 stars
"









  
  
    
  Teacher love the fact that we donated a whole bunch pencils

  
",5.0 out of 5 stars
"









  
  
    
  Not bad for a yellow pencil

  
",5.0 out of 5 stars
"









  
  
    
  I’m a teacher and these presharpened pencils are great time savers.

  
",5.0 out of 5 stars
"









  
  
    
  They all looked good as I bundled them into 24s to go into backpacks for our give-away at the start of school.

  
",4.0 out of 5 stars
"









  
  
    
  Best price for the amount of pencils.

  
",5.0 out of 5 stars
"









  
  
    
  Great product

  
",5.0 out of 5 stars
"









  
  
    
  you can never have enough pencils....

  
",5.0 out of 5 stars
"









  
  
    
  You need to buy these.

  
",5.0 out of 5 stars
"









  
  
    
  Nice for kindergarten clasd

  
",5.0 out of 5 stars
"









  
  
    
  Our son is rough on pencils at school apparently and now we are set!!!

  
",5.0 out of 5 stars
"









  
  
    
  I was surprised how the pencils come threw the mail without breaking the sharpened tip. The Eraser even looks like a good eraser I haven't used it yet though but the feeling of it isn't plasticy!

  
",5.0 out of 5 stars
"









  
  
    
  The teachers were excited to get a large box of pencils. Definitely worth the money, and I’ll be ordering more when school starts

  
",5.0 out of 5 stars
"









  
  
    
  Horrible pencils.  They don't sharpen!  I will only buy Ticonderoga from now on!

  
",1.0 out of 5 stars
"









  
  
    
  Great pre-sharpened pencils.

  
",5.0 out of 5 stars
"









  
  
    
  A teacher would love these as a gift! (I’m a teacher) lol! Great pencils for the kiddos!

  
",5.0 out of 5 stars
"









  
  
    
  I ordered these for my classroom in an attempt to save time. They are not very sharp, or sharpened uneven.

  
",3.0 out of 5 stars
"









  
  
    
  I am an English teacher and give these to my kiddos. They work well, sharpen well, and are inexpensive.

  
",5.0 out of 5 stars
"









  
  
    
  A little on the cheap side.  They do not sharpen as others do.

  
",3.0 out of 5 stars
"









  
  
    
  I love that they came sharpened already! I split the pack between our home office and my daughters classes and the teachers love them as well! They sharpen well, too! WE WILL BE PURCHASING THESE AGAIN AND AGAIN!

  
",5.0 out of 5 stars
"









  
  
    
  Great pencils for price

  
",5.0 out of 5 stars
"









  
  
    
  My kids 1 grade class loved them

  
",5.0 out of 5 stars
"









  
  
    
  Great value, all sharpened and in great shape.

  
",5.0 out of 5 stars
"









  
  
    
  I have to say these are the best pencils I have ever used.  We have used these for several large events and they write perfectly and are durable. Highly recommend them.

  
",5.0 out of 5 stars
"









  
  
    
  Awesome bulk pack..,donated to child’s class....all were sharpened & came packaged perfectly!

  
",5.0 out of 5 stars
"









  
  
    
  These are certainly not very good quality pencils.  The wooden part of the pencil is too soft.  When you try to sharpen them, the wood part come out very ragged.  I would not buy this brand again.

  
",2.0 out of 5 stars
"









  
  
    
  Great product

  
",5.0 out of 5 stars
"









  
  
    
  Best thing I ever bought! Makes restocking my kids pencil cases a breeze!

  
",5.0 out of 5 stars
"









  
  
    
  Not sure why “Softness” is a rating option because they’re too soft to even use. Point wears way too quick.

  
",3.0 out of 5 stars
"









  
  
    
  These could have been cheaper, quality isn’t great, but they do their job

  
",5.0 out of 5 stars
"









  
  
    
  good deal

  
",5.0 out of 5 stars
"









  
  
    
  These pencils are a must. Great quality!

  
",5.0 out of 5 stars
"









  
  
    
  ❤️

  
",5.0 out of 5 stars
"









  
  
    
  Good pencils but I’d prefer if they arrived more sharpened

  
",4.0 out of 5 stars
"









  
  
    
  Can I just order more of these and never sharpen my students’ pencils?

  
",5.0 out of 5 stars
"









  
  
    
  Nice that they are already sharpened and a good deal for a teacher with students who always need something to write with.

  
",5.0 out of 5 stars
"









  
  
    
  Gave these to my son's first grade teacher for the class.  Love not having to sharpen them before using them.  Saved loads of time.

  
",5.0 out of 5 stars
"









  
  
    
  For children in need.

  
",5.0 out of 5 stars
"









  
  
    
  nice pencil for school

  
",5.0 out of 5 stars
"









  
  
    
  Just what I was looking for

  
",5.0 out of 5 stars
"









  
  
    
  My wife took these to her class she works as a para. She loved it

  
",5.0 out of 5 stars
"









  
  
    
  Strong. Sharpens well.

  
",5.0 out of 5 stars
"









  
  
    
  works great

  
",5.0 out of 5 stars
"









  
  
    
  As a teacher, I think these are fine for my class. The erasers are nice quality.

  
",4.0 out of 5 stars
"









  
  
    
  Having a full box of these is a special level of satisfying that everyone should know at least once in their life.

  
",5.0 out of 5 stars
"









  
  
    
  I have had to throw away about half the box already. The lead inside most of the pencils is broken. Every time we sharpen one the lead just falls out rendering the pencils useless.

  
",2.0 out of 5 stars
"









  
  
    
  Great quality. Write well & sharpen easily

  
",5.0 out of 5 stars
"









  
  
    
  Good pencils. Good price.  Good value.

  
",5.0 out of 5 stars
"









  
  
    
  Would buy again !!

  
",5.0 out of 5 stars
"









  
  
    
  More for your dollars, love it

  
",5.0 out of 5 stars
"









  
  
    
  Good

  
",5.0 out of 5 stars
"









  
  
    
  Great product

  
",5.0 out of 5 stars
"









  
  
    
  Like that they are already sharpened

  
",5.0 out of 5 stars
"









  
  
    
  Perfect for the price. Will purchase again.

  
",5.0 out of 5 stars
"









  
  
    
  Great bargain and they get the job done

  
",5.0 out of 5 stars
"









  
  
    
  It works as expected

  
",5.0 out of 5 stars
"









  
  
    
  Disliked them. Very difficult to sharpen for my students

  
",2.0 out of 5 stars
"









  
  
    
  Solid

  
",5.0 out of 5 stars
"









  
  
    
  Love it !

  
",5.0 out of 5 stars
"









  
  
    
  Bought these for party bags and was pleased with them

  
",5.0 out of 5 stars
"









  
  
    
  Good quality and love they come pre-sharpened.

  
",5.0 out of 5 stars
"









  
  
    
  Order come really fast and The price is pretty good and worth buying!! My children really happy with this item.

  
",5.0 out of 5 stars
"









  
  
    
  They’re pencils! With erasers that aren’t too dry or stiff and they were presharpened, as described.Pretty straightforward.

  
",5.0 out of 5 stars
"









  
  
    
  Useful To buy, price is reasonable

  
",4.0 out of 5 stars
"









  
  
    
  Great durable pencils. Buy if you have a classroom or home with children who lose pencils!

  
",5.0 out of 5 stars
"









  
  
    
  Pre -sharpened!

  
",5.0 out of 5 stars
"









  
  
    
  Love all the pencils will definitely be purchasing more

  
",5.0 out of 5 stars
"









  
  
    
  thanks

  
",5.0 out of 5 stars
"









  
  
    
  Every primary teachers dream!

  
",5.0 out of 5 stars
"









  
  
    
  The pencils are pre-sharpened which makes them easy to hand out and get started in class. Unfortunately about a quarter of the pencils do not resharpen easily. I have also had issues with the eraser falling out when students attempt to erase anything.

  
",3.0 out of 5 stars
"









  
  
    
  Gifted yo a teacher friend for her students.

  
",5.0 out of 5 stars
"









  
  
    
  THis was a gift for my two favorite school teachers and they loved it for the value and the quality.

  
",5.0 out of 5 stars
"









  
  
    
  Teachers

  
",5.0 out of 5 stars
"









  
  
    
  Perfect for the kids

  
",5.0 out of 5 stars
"









  
  
    
  Perfect for a first grade teacher with a broken sharpener. Already bought again.

  
",5.0 out of 5 stars
"









  
  
    
  Excellent

  
",5.0 out of 5 stars
"









  
  
    
  I like these much better than Ticonderoga pencils.

  
",5.0 out of 5 stars
"









  
  
    
  Great buy. good amount of pencils for the money

  
",5.0 out of 5 stars
"









  
  
    
  Only 4 star because the led points weren’t sharp enough.

  
",4.0 out of 5 stars
"









  
  
    
  thumbs up

  
",5.0 out of 5 stars
"









  
  
    
  Already pre-sharpened. Made a great last minute gift for an aspiring artist

  
",5.0 out of 5 stars
"









  
  
    
  To be honest this is a bit overkill, but if you want this for a classroom of for an office then I'd invest into this.

  
",3.0 out of 5 stars
"









  
  
    
  Great pencils at a great price. But even though these are pre sharpened they are not sharpened to a point.

  
",4.0 out of 5 stars
"









  
  
    
  Great Buy for the price! Works as advertised!

  
",5.0 out of 5 stars
"









  
  
    
  Great product for the price

  
",5.0 out of 5 stars
"









  
  
    
  So worth the price!  These have held up well for us in both sharpening and in use.

  
",5.0 out of 5 stars
"









  
  
    
  this came quickly and every single pencil was sharpened as advertised

  
",4.0 out of 5 stars
"









  
  
    
  Rcvd as described....thanx

  
",5.0 out of 5 stars
"









  
  
    
  I love that they come sharpened. They dont break easily very durable love the option of bulk. Worth the money

  
",5.0 out of 5 stars
"









  
  
    
  GREAT gift for teachers

  
",4.0 out of 5 stars
"









  
  
    
  Good quality pencils.

  
",4.0 out of 5 stars
"









  
  
    
  Excellent

  
",5.0 out of 5 stars
"









  
  
    
  Bought these for my wife (teacher) due to the low price!

  
",5.0 out of 5 stars
"









  
  
    
  Big box of pencils.  How can you go wrong,

  
",5.0 out of 5 stars
"









  
  
    
  It was nice to get these, the price was ok but the erasers were dry-ish like they were old.

  
",3.0 out of 5 stars
"









  
  
    
  These pencils are great. You can actually sharpen them without the lead falling out. Even the eraser stays put.I can't believe I'm excited over a pencil. It is what it is.

  
",5.0 out of 5 stars
"









  
  
    
  My fav since I was in school!

  
",5.0 out of 5 stars
"









  
  
    
  Teacher lifesaver! Great value for presharpened pencils!

  
",5.0 out of 5 stars
"









  
  
    
  These are OK, but not the best I’ve used. Lead breaks easily.

  
",3.0 out of 5 stars
"









  
  
    
  Some pencils come not really sharpened. Many times pension lead is broken in the wood, so it cannot be sharpened.

  
",2.0 out of 5 stars
"









  
  
    
  Great product. I love these pencil

  
",5.0 out of 5 stars
"









  
  
    
  good

  
",5.0 out of 5 stars
"









  
  
    
  My kids go through pencils every year like they eat them for lunch. We bought 2!

  
",5.0 out of 5 stars
"









  
  
    
  Great that they were already sharpened.

  
",5.0 out of 5 stars
"









  
  
    
  very good item

  
",5.0 out of 5 stars
"









  
  
    
  As Described!

  
",5.0 out of 5 stars
"









  
  
    
  Pre sharpened,strong, and a good eraser. Nuff said!

  
",5.0 out of 5 stars
"









  
  
    
  These are exactly as I hoped. They write well and they are a good value

  
",5.0 out of 5 stars
"









  
  
    
  goodnice

  
",5.0 out of 5 stars
"









  
  
    
  Really good, cheap and very  durable

  
",5.0 out of 5 stars
"









  
  
    
  Maybe I got a bad batch but the erasers are useless, which is kind of a deal breaker with pencils. I'll stick with Ticonderoga.

  
",1.0 out of 5 stars
"









  
  
    
  My students were so happy to have them

  
",5.0 out of 5 stars
"









  
  
    
  They’re pre-sharpened, what more could a teacher ask for?!

  
",5.0 out of 5 stars
"









  
  
    
  Will be used in the classroom...good value...will buy again

  
",5.0 out of 5 stars
"









  
  
    
  Came to me exactly as advertised. Nothing broken. Pleased with this purchase.

  
",5.0 out of 5 stars
"









  
  
    
  Great

  
",5.0 out of 5 stars
"









  
  
    
  They are strong wood and sharpened! Very good price.

  
",5.0 out of 5 stars
"









  
  
    
  I donated them to my daughter 2nd grade class

  
",5.0 out of 5 stars
"









  
  
    
  Perfect 👌

  
",5.0 out of 5 stars
"









  
  
    
  Good pencils for the money

  
",5.0 out of 5 stars
"









  
  
    
  works!

  
",5.0 out of 5 stars
"









  
  
    
  I love these pencils , great would buy again.

  
",4.0 out of 5 stars
"









  
  
    
  I love that its already sharpened

  
",5.0 out of 5 stars
"









  
  
    
  These are great!  Good quality and sharpen well.

  
",5.0 out of 5 stars
"









  
  
    
  For a mom of 5 easy to get them all sharpened! Thanks amazon!

  
",5.0 out of 5 stars
"









  
  
    
  Very good deal came fast

  
",5.0 out of 5 stars
"









  
  
    
  Perfect

  
",5.0 out of 5 stars
"









  
  
    
  They came sharpened! And the work! And th erasers work, too.

  
",5.0 out of 5 stars
"









  
  
    
  I love it especially for writing and erasing

  
",5.0 out of 5 stars
"









  
  
    
  Thanks

  
",5.0 out of 5 stars
"









  
  
    
  Some don't sharpen well

  
",4.0 out of 5 stars
"









  
  
    
  Great value for your money

  
",5.0 out of 5 stars
"









  
  
    
  Just as expected great product

  
",5.0 out of 5 stars
"









  
  
    
  I think just about every teacher bought a box of these before school!  A 24pk was $3-4 most places. This was a great deal on Prime Day!

  
",5.0 out of 5 stars
"









  
  
    
  These are a great gift to give teachers at the start, middle, and end of the school year. It is also great to have a box around the house for all the times your kids lose their pencil.

  
",5.0 out of 5 stars
"









  
  
    
  Great

  
",5.0 out of 5 stars
"









  
  
    
  My daughter is a Special Ed teacher.  When I asked what I could provide to the start of school, she asked for pencils.  I bought two boxes.  She was very please to see that they were pre-sharpened.

  
",5.0 out of 5 stars
"









  
  
    
  Nicely sharpened

  
",5.0 out of 5 stars
"









  
  
    
  Purchased these pencils for my business. They come pre-sharpened, but what they dont tell you is that they can never be sharpened again.  Ive used a regular hand held sharpener and an electric and nothing is working.  If they do sharpen, its uneven and dull and breaks after one use.  Dont waste your time or money!

  
",1.0 out of 5 stars
"









  
  
    
  Good product good.price

  
",5.0 out of 5 stars
"









  
  
    
  Great for classroom students

  
",5.0 out of 5 stars
"









  
  
    
  Not much more to say.

  
",5.0 out of 5 stars
"









  
  
    
  Came sharpened as described.10/10would buy again.

  
",5.0 out of 5 stars
"









  
  
    
  These pencils are great for kids who have a heavy hand. The price is good for these.

  
",5.0 out of 5 stars
"









  
  
    
  Quick delivery and good product! I needed this for my science classroom and I appreciate that the pencils are already sharpened. That gives my electric sharpener a break!

  
",5.0 out of 5 stars
"









  
  
    
  Excellent product and seller. We will recommend them to everyone. Thank You.

  
",5.0 out of 5 stars
"









  
  
    
  Durable

  
",5.0 out of 5 stars
"









  
  
    
  Nice pencil

  
",5.0 out of 5 stars
"









  
  
    
  Good quality pencils

  
",5.0 out of 5 stars
"









  
  
    
  Handy for my kids

  
",5.0 out of 5 stars
"









  
  
    
  Saved me from going to the mall.. arrived on time.  Happy student

  
",5.0 out of 5 stars
"









  
  
    
  Best price for nice pre-sharpened pencils!  I buy them every year for my middle school classroom.

  
",5.0 out of 5 stars
"









  
  
    
  Perfect and cheap which is great when your giving them away for free!

  
",5.0 out of 5 stars
"









  
  
    
  I bought these for Operation Christmas Child shoeboxes, great price

  
",5.0 out of 5 stars
"









  
  
    
  Works great

  
",5.0 out of 5 stars
"









  
  
    
  Si

  
",5.0 out of 5 stars
"









  
  
    
  Great bargain!

  
",5.0 out of 5 stars
"









  
  
    
  Great deal. Especially if you have a son like mine who somehow looses pencils everyday!!

  
",5.0 out of 5 stars
"









  
  
    
  I bought a box for my daughter's teacher to use throughout the year. I did take several from the box prior to packing them up with the other school supplies and they are a good quality pencil!!!

  
",5.0 out of 5 stars
"









  
  
    
  Love them thanks for the great price !!

  
",5.0 out of 5 stars
"









  
  
    
  Better than any other pencil ✏️

  
",5.0 out of 5 stars
"









  
  
    
  #2 pencils donated to the schools

  
",5.0 out of 5 stars
"









  
  
    
  Yes

  
",5.0 out of 5 stars
"









  
  
    
  Solid quality, love the pre-sharpened feature. Eraser works nicely. Simple pencil, no complaints!

  
",5.0 out of 5 stars
"









  
  
    
  These are great! Works well for my students and the erasers are the good soft kind. Will definitely buy again for my next class.

  
",5.0 out of 5 stars
"









  
  
    
  I ordered these when I was taking an accounting class. Great pencils.

  
",5.0 out of 5 stars
"









  
  
    
  Perfect for my school needs

  
",5.0 out of 5 stars
"









  
  
    
  Good quality and the lead is nice and dark without having to press hard. YAY!!

  
",5.0 out of 5 stars
"









  
  
    
  Have had no problems.

  
",5.0 out of 5 stars
"









  
  
    
  Will continue to get this product ever year ! You will never run out of pencils at home .. lol

  
",5.0 out of 5 stars
"









  
  
    
  Great product ordered for my daughters class and they last, the erasers are good too don’t leave marks.

  
",5.0 out of 5 stars
"









  
  
    
  Great pencils

  
",4.0 out of 5 stars
"









  
  
    
  Teachers this are great! Worth it and price is great.

  
",5.0 out of 5 stars
"









  
  
    
  Good

  
",5.0 out of 5 stars
"









  
  
    
  150  sharpened pencils for $6. For this amazing price I just bought for kids when they ready for school

  
",5.0 out of 5 stars
"









  
  
    
  Pretty sturdy for the price.

  
",5.0 out of 5 stars
